title,Adventure,Animation,Science Fiction,TV Movie,Fantasy,Mystery,Crime,Western,Documentary,History,Thriller,Drama,Romance,Music,War,Horror,Family,Foreign,Comedy,Action
Journey to Saturn,3.790748439756134,3.790748439756134,3.790748439756134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.790748439756134,3.790748439756134
Donovan's Reef,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
The Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
A Guy Named Joe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0
Blazing Saddles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Friday the 13th: The Final Chapter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0
Ida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maurice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beer League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0
Riding Giants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timecrimes,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silver Medalist,3.790748439756134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.790748439756134,0.0,0.0,0.0,0.0,0.0,3.790748439756134,3.790748439756134,3.790748439756134
Timber Falls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0
Singin' in the Rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0
"Fat, Sick & Nearly Dead",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Haunted House,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,5.993699553179481,0.0
2016: Obama's America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
That Thing You Do!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Halloween III: Season of the Witch,0.0,0.0,4.893835192279086,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0
Escape from the Planet of the Apes,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481
Hud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086
Kevin Hart: Let Me Explain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
My Own Private Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garden State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Before Sunrise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evil Words,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0
Jesus' Son,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Saving Face,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Brick Lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robot & Frank,0.0,0.0,4.238185598447991,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0
My Life Without Me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Spectacular Now,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Religulous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valley of the Heart's Delight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eye of the Dolphin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8: The Mormon Proposition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Other End of the Line,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Anatomy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0
Sleep Dealer,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Super,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086
Christmas Mail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,5.993699553179481,0.0
Stung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,5.993699553179481,0.0
Antibirth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0
Get on the Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thr3e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0
Idiocracy,4.893835192279086,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
The Rise of the Krays,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This Is England,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U.F.O.,4.893835192279086,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086
Bathing Beauty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Go for It!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0
"Dancer, Texas Pop. 81",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0,4.893835192279086,0.0
Show Boat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0
Redemption Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Calling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Brave Little Toaster,3.4604640504699136,3.4604640504699136,0.0,0.0,3.4604640504699136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4604640504699136,0.0,0.0,3.4604640504699136,0.0,3.4604640504699136,0.0
Fantasia,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,4.893835192279086,0.0,0.0,0.0
8 Days,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Friday the 13th Part III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0
Friday the 13th: A New Beginning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0
The Last Sin Eater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Do You Believe?,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Impact Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Valley of Decision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicken Tikka Masala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0
There's Always Woodstock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Jack Brooks: Monster Slayer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,4.893835192279086,4.893835192279086
The Best Years of Our Lives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bully,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Mi America,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[REC],0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0
Lies in Plain Sight,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sharkskin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Containment,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0
The Timber,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
From Russia with Love,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086
The Toxic Avenger Part II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,4.893835192279086,4.893835192279086
Sleeper,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
It Follows,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0
To Kill a Mockingbird,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mad Max 2: The Road Warrior,4.238185598447991,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991
The Legend of Drunken Master,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481
Boys Don't Cry,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silent House,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0
The Lives of Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Courageous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Hustler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boom Town,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Triplets of Belleville,4.238185598447991,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0
Smoke Signals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
American Splendor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Before Sunset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amores perros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thirteen,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gentleman's Agreement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winter's Bone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Touching the Void,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086
Alexander's Ragtime Band,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0
Me and You and Everyone We Know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Inside Job,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We Are Your Friends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0
Ghost Dog: The Way of the Samurai,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harsh Times,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,4.238185598447991,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991
Captive,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Full Frontal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Witchboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0
Shortbus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Waltz with Bashir,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0
"The Book of Mormon Movie, Volume 1: The Journey",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No End in Sight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Diary of a Teenage Girl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
In the Shadow of the Moon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meek's Cutoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inside Deep Throat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dinner Rush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086
Clockwatchers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
The Virginity Hit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0
Subway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481
House of D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0
Teeth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,5.993699553179481,0.0
Six-String Samurai,4.893835192279086,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086
Hum To Mohabbat Karega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It's All Gone Pete Tong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0,4.893835192279086,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Saint John of Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0
24 7: Twenty Four Seven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,4.893835192279086,0.0
Stonewall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roadside Romeo,0.0,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0
This Thing of Ours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086
The Lost Medallion: The Adventures of Billy Stone,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0
The Last Five Years,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,4.238185598447991,4.238185598447991,0.0,0.0,0.0,0.0,4.238185598447991,0.0
The Missing Person,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,0.0,0.0,4.238185598447991,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0
Return of the Living Dead 3,0.0,0.0,4.238185598447991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238185598447991,0.0,0.0,4.238185598447991,0.0,0.0,4.238185598447991,0.0
London,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086,4.893835192279086,0.0,0.0,0.0,0.0,0.0,0.0,4.893835192279086
Sherrybaby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Circle,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0
Eden Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,0.0,0.0
Plush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.476371196895983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lesbian Vampire Killers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993699553179481,0.0,0.0,5.993699553179481,0.0
